Nombre producto,id,Material,Package Color,Packaging,Capacity,Botella cap,Brand,Reference,Dirt,Product category,,,,,,,,,,,,,,,
Servilleta Juan Valdez,1175,PAPEL_TOALLA,Beige,N/A,N/A,N/A,Juan Valdez,Servilleta Juan valdez,FALSE,,,,,,,,,,,,,,,,
Servilleta sucia Juan Valdez,1176,PAPEL_TOALLA,Beige,N/A,N/A,N/A,Juan Valdez,Servilleta sucia Juan valdez,TRUE,,,,,,,,,,,,,,,,
Servilleta Madelo,1177,PAPEL_TOALLA,Beige,N/A,N/A,N/A,Madelo,Servilleta Madelo,FALSE,,,,,,,,,,,,,,,,
Servilleta Madelo,1178,PAPEL_TOALLA,Beige,N/A,N/A,N/A,Madelo,Servilleta sucia Madelo ,TRUE,,,,,,,,,,,,,,,,
Servilleta Subway,1179,PAPEL_TOALLA,Beige,N/A,N/A,N/A,Subway,Servilleta,FALSE,,,,,,,,,,,,,,,,
Servilleta Subway,1180,PAPEL_TOALLA,Beige,N/A,N/A,N/A,Subway,Servilleta sucia,TRUE,,,,,,,,,,,,,,,,
Mermelada de frutos rojos Grumman,1181,PLÁSTICO,Rosado claro,Envoltorio,8 g,N/A,Grumman,Mermelada Frutos rojos,FALSE,,,,,,,,,,,,,,,,
Mermelada de frutos rojos Grumman,1182,PLÁSTICO,Rosado claro,Envoltorio,8 g,N/A,Grumman,Mermelada Frutos rojos sucia,TRUE,,,,,,,,,,,,,,,,
Mostaza la constancia,1183,PLÁSTICO,Colorido Brillante,Envoltorio,8 g,N/A,La Constancia,Mostaza Mustar sauce,FALSE,,,,,,,,,,,,,,,,
Mostaza la constancia,1184,PLÁSTICO,Colorido Brillante,Envoltorio,8 g,N/A,La Constancia,Mostaza Mustar sauce sucia,TRUE,,,,,,,,,,,,,,,,
Salsa rosada Bary,1185,PLÁSTICO,Rosado claro,Envoltorio,8 g,N/A,Bary,Salsa rosada Bary,FALSE,,,,,,,,,,,,,,,,
Salsa rosada Bary,1186,PLÁSTICO,Rosado claro,Envoltorio,8 g,N/A,Bary,Salsa rosada Bary sucia,TRUE,,,,,,,,,,,,,,,,
Tapa plastica Coca-Cola,1187,PLÁSTICO,Rojo,Tapa,N/A,N/A,Coca-Cola,Coca-Cola,FALSE,,,,,,,,,,,,,,,,
Tapa plastica Coca-Cola Zero,1188,PLÁSTICO,Negro,Tapa,N/A,N/A,Coca-Cola,Zero,FALSE,,,,,,,,,,,,,,,,
Tapa metálica Mr. Tea,1189,METAL,Verde,Tapa,N/A,N/A,Postobón,Mr. Tea,FALSE,,,,,,,,,,,,,,,,
Tapa plástica Pepsi,1190,PLÁSTICO,Azul,Tapa,N/A,N/A,Pepsi,Pepsi,FALSE,,,,,,,,,,,,,,,,
Tapa Plastica Agua Manantial,1191,PLÁSTICO,Azul,Tapa,N/A,N/A,Manantial,Manantial,FALSE,,,,,,,,,,,,,,,,
Tapa Plastica de Quatro,1192,Pet,Morado,Tapa,N/A,N/A,Coca-Cola,Quatro,FALSE,,,,,,,,,,,,,,,,
Tapa yox de alpina,1193,Pet,Azul,Tapa,N/A,N/A,Alpina,Yox,FALSE,,,,,,,,,,,,,,,,
Bolsa de papel El Tejadito,1194,PAPEL_OTROS,Blanco y Amarillo,Envoltorio,N/A,N/A,El tejadito,N/A,FALSE,,,,,,,,,,,,,,,,
Mantequilla sin Sal Colanta 10 g,1195,PLÁSTICO,Colorido brillante,Envase,10 g,N/A,Colanta,Mantequilla Colanta Sin Sal,FALSE,,,,,,,,,,,,,,,,
Mantequilla sin Sal Colanta 10 g,1196,PLÁSTICO,Colorido brillante,Envase,10 g,N/A,Colanta,Mantequilla Colanta Sin Sal sucio,TRUE,,,,,,,,,,,,,,,,
Tapa de aluminio Mantequilla Colanta,1197,ALUMINIO,Colorido brillante,Lámina,N/A,N/A,Colanta,Tapa de Mantequilla sin Sal Colanta,FALSE,,,,,,,,,,,,,,,,
Tapa de aluminio Mantequilla Colanta,1198,ALUMINIO,Colorido brillante,Lámina,N/A,N/A,Colanta,Tapa de Mantequilla sin Sal Colanta sucia,TRUE,,,,,,,,,,,,,,,,
Generic Cardboard Dirty,1199,CARTÓN,Café o marrón,Lámina,N/A,N/A,N/A,Lámina de cartón sucia,TRUE,,,,,,,,,,,,,,,,
Yogurt con Probióticos Finesse 170 g,1200,MIXTO_RECICLABLE,Colorido opaco,Envase,170 g,FALSE,Alpina,Yogurt descremado sin dulce,FALSE,Yogur,,,,,,,,,,,,,,,
Yogurt con Probióticos Finesse 170 g,1201,MIXTO_RECICLABLE,Colorido opaco,Envase,170 g,TRUE,Alpina,Yogurt descremado sin dulce,FALSE,Yogur,,,,,,,,,,,,,,,
Yogurt Fiocosso ,1202,MIXTO_RECICLABLE,Colorido brillante,Envase,170 g,TRUE,Fiocosso,Bebida de leche a base de yogurt semidescremado,FALSE,Yogur,,,,,,,,,,,,,,,
Yogurt Fiocosso ,1203,MIXTO_RECICLABLE,Colorido brillante,Envase,170 g,FALSE,Fiocosso,Bebida de leche a base de yogurt semidescremado,FALSE,Yogur,,,,,,,,,,,,,,,
Recipiente plástico Frisby,1204,PLÁSTICO,Blanco,Envase,N/A,FALSE,Frisby,Recipiente plástico Frisby,FALSE,,,,,,,,,,,,,,,,
Recipiente plástico Frisby,1205,PLÁSTICO,Blanco,Envase,N/A,TRUE,Frisby,Recipiente plástico Frisby,FALSE,,,,,,,,,,,,,,,,
Recipiente plástico Frisby,1206,PLÁSTICO,Blanco,Envase,N/A,FALSE,Frisby,Recipiente plástico Frisby,TRUE,,,,,,,,,,,,,,,,
Recipiente plástico Frisby,1207,PLÁSTICO,Blanco,Envase,N/A,TRUE,Frisby,Recipiente plástico Frisby,TRUE,,,,,,,,,,,,,,,,
Yogurt Tipo Griego Vainilla Colanta 125 g,1208,PLÁSTICO,Blanco y negro,Envase,125 g,FALSE,Colanta,"Yogurt descremado con dulce, sabor a vainilla ",FALSE,Yogur,,,,,,,,,,,,,,,
Yogurt Tipo Griego Vainilla Colanta 125 g,1209,PLÁSTICO,Blanco y negro,Envase,125 g,TRUE,Colanta,"Yogurt descremado con dulce, sabor a vainilla ",FALSE,Yogur,,,,,,,,,,,,,,,
Yogurt Tipo Griego Vainilla Colanta 125 g,1210,PLÁSTICO,Blanco y negro,Envase,125 g,FALSE,Colanta,"Yogurt descremado con dulce, sabor a vainilla ",TRUE,Yogur,,,,,,,,,,,,,,,
Yogurt Tipo Griego Vainilla Colanta 125 g,1211,PLÁSTICO,Blanco y negro,Envase,125 g,TRUE,Colanta,"Yogurt descremado con dulce, sabor a vainilla ",TRUE,Yogur,,,,,,,,,,,,,,,
Yox con Defensis Vainilla 100 g,1212,PLÁSTICO,Blanco y azul,Envase,100 g,TRUE,Alpina,Alimento lácteo fermentado con sabor a vainilla,FALSE,,,,,,,,,,,,,,,,
Yox con Defensis Vainilla 100 g,1213,PLÁSTICO,Blanco y azul,Envase,100 g,FALSE,Alpina,Alimento lácteo fermentado con sabor a vainilla,FALSE,,,,,,,,,,,,,,,,
Yox con Defensis Vainilla 100 g,1214,PLÁSTICO,Blanco y azul,Envase,100 g,TRUE,Alpina,Alimento lácteo fermentado con sabor a vainilla,TRUE,,,,,,,,,,,,,,,,
Yox con Defensis Vainilla 100 g,1215,PLÁSTICO,Blanco y azul,Envase,100 g,FALSE,Alpina,Alimento lácteo fermentado con sabor a vainilla,TRUE,,,,,,,,,,,,,,,,
Vaso Plástico Juan Valdez,1216,PLÁSTICO,Transparente,Envase,N/A,N/A,Juan Valdez,Vaso Plástico Juan Valdez,TRUE,,,,,,,,,,,,,,,,
Vaso Plástico Juan Valdez,1217,PLÁSTICO,Transparente,Envase,N/A,N/A,Juan Valdez,Vaso Plástico Juan Valdez,FALSE,,,,,,,,,,,,,,,,
Vaso de cartón Pimientos ,1218,PAPER_CUP,Blanco,Envase,N/A,N/A,Pimientos,Vaso de cartón Pimientos,FALSE,,,,,,,,,,,,,,,,
Vaso de cartón Pimientos ,1219,PAPER_CUP,Blanco,Envase,N/A,N/A,Pimientos,Vaso de cartón Pimientos,TRUE,,,,,,,,,,,,,,,,
Vaso de cartón Frisby,1220,PAPER_CUP,Blanco,Envase,N/A,N/A,Frisby,Vaso de cartón Frisby,FALSE,,,,,,,,,,,,,,,,
Vaso de cartón Frisby,1221,PAPER_CUP,Blanco,Envase,N/A,N/A,Frisby,Vaso de cartón Frisby,TRUE,,,,,,,,,,,,,,,,
Vaso de cartón Juan Valdez,1222,CARTÓN,Rojo,Envase,N/A,N/A,Juan Valdez,Vaso de cartón Juan Valdez,FALSE,,,,,,,,,,,,,,,,
Vaso de cartón Juan Valdez,1223,CARTÓN,Rojo,Envase,N/A,N/A,Juan Valdez,Vaso de cartón Juan Valdez,TRUE,,,,,,,,,,,,,,,,
Tapa plástica Postobón Acqua,1224,PLÁSTICO,Blanco,Tapa,N/A,N/A,Postobón,Postobón Acqua,FALSE,,,,,,,,,,,,,,,,
Mr. Tea Durazno 300 ml,1225,VIDRIO,Transparente,Botella,300 ml,TRUE,Postobón,Bebida de té con sabor natural a durazno,FALSE,Jugo,,,,,,,,,,,,,,,
Mr. Tea Durazno 300 ml,1226,VIDRIO,Transparente,Botella,300 ml,FALSE,Postobón,Bebida de té con sabor natural a durazno,FALSE,Jugo,,,,,,,,,,,,,,,
Mr. Tea Durazno 300 ml,1227,VIDRIO,Transparente,Botella,300 ml,TRUE,Postobón,Bebida de té con sabor natural a durazno,TRUE,Jugo,,,,,,,,,,,,,,,
Mr. Tea Durazno 300 ml,1228,VIDRIO,Transparente,Botella,300 ml,FALSE,Postobón,Bebida de té con sabor natural a durazno,TRUE,Jugo,,,,,,,,,,,,,,,
Bombón BonBonBum Original Rojo Fresa,1229,PLÁSTICO,Colorido opaco,Envoltorio,19 g,N/A,Colombina,Bombón de Fresa,FALSE,,,,,,,,,,,,,,,,
Envoltorio de Fristodonte Frisby,1230,SERVILLETA_PAPEL_MANTEQUILLA,Colorido opaco,Envoltorio,N/A,N/A,Frisby,Envoltorio de Fristodonte ,FALSE,,,,,,,,,,,,,,,,
Bolsa de papel Frisby,1231,BOLSA_PAPEL,N/A,Envoltorio,N/A,N/A,Frisby,Bolsa de papel ,FALSE,,,,,,,,,,,,,,,,
Bolsa de papel Frisby,1232,BOLSA_PAPEL,N/A,Envoltorio,N/A,N/A,Frisby,Bolsa de papel ,TRUE,,,,,,,,,,,,,,,,
Barra de cereal Original Tosh 23 g,1233,PLÁSTICO,Colorido brillante,Envoltorio,23 g,N/A,Tosh,Original,FALSE,,,,,,,,,,,,,,,,
Barra de cereal Original Tosh 23 g,1234,PLÁSTICO,Colorido brillante,Envoltorio,23 g,N/A,Tosh,Original,TRUE,,,,,,,,,,,,,,,,
Servilleta Frisby,1235,PAPEL_TOALLA,Beige,N/A,N/A,N/A,Frisby,Servilleta Frisby,FALSE,,,,,,,,,,,,,,,,
Servilleta Frisby,1236,PAPEL_TOALLA,Beige,N/A,N/A,N/A,Frisby,Servilleta Frisby sucia,TRUE,,,,,,,,,,,,,,,,
Sobre de Miel Frisby,1237,PLÁSTICO,Colorido opcaco,Envoltorio,12 g,N/A,Frisby,Sirope con sabor a miel,TRUE,,,,,,,,,,,,,,,,
Yogurt Melocotón Latti 150 g,1238,PLÁSTICO,Colorido opaco,Envase,150 g,FALSE,Latti,Yogurt de Melocotón semidescremado con trozos de fruta,FALSE,Yogur,,,,,,,,,,,,,,,
Yogurt Melocotón Latti 150 g,1239,PLÁSTICO,Colorido opaco,Envase,150 g,TRUE,Latti,Yogurt de Melocotón semidescremado con trozos de fruta,FALSE,Yogur,,,,,,,,,,,,,,,
Fanta Salpicón 400 ml,1240,PET,Transparente,Botella,400 ml,TRUE,Fanta,Bebida gaseosa con sabor artificial a salpicón,FALSE,Gaseosa,,,,,,,,,,,,,,,
Fanta Salpicón 400 ml,1241,PET,Transparente,Botella,400 ml,TRUE,Fanta,Bebida gaseosa con sabor artificial a salpicón,TRUE,Gaseosa,,,,,,,,,,,,,,,
Fanta Salpicón 400 ml,1242,PET,Transparente,Botella,400 ml,FALSE,Fanta,Bebida gaseosa con sabor artificial a salpicón,FALSE,Gaseosa,,,,,,,,,,,,,,,
Fanta Salpicón 400 ml,1243,PET,Transparente,Botella,400 ml,FALSE,Fanta,Bebida gaseosa con sabor artificial a salpicón,TRUE,Gaseosa,,,,,,,,,,,,,,,
Turrones de granola Natri 25 g,1244,PLÁSTICO,Beige,Envoltorio,25 g,N/A,Natri,Sin azúcar añadida,FALSE,Snacks,,,,,,,,,,,,,,,
Galletas con miel Natri,1245,PLÁSTICO,Beige y amarillo,Envoltorio,27 g,N/A,Natri,"Con avena, arro, maíz y trigo",FALSE,Galletas,,,,,,,,,,,,,,,
Generic glass + metal,1246,MIXTO_RECICLABLE,N/A,N/A,N/A,N/A,N/A,Vidrio con metal,FALSE,,,,,,,,,,,,,,,,
Generic glass + metal,1247,MIXTO_RECICLABLE,N/A,N/A,N/A,N/A,N/A,Vidrio con metal,TRUE,,,,,,,,,,,,,,,,
Generic Paper (No package type) Dirty,1248,PAPEL,N/A,Lámina,N/A,N/A,N/A,N/A,TRUE,,,,,,,,,,,,,,,,
Generic fabric,1249,TELA,N/A,N/A,N/A,N/A,N/A,Tela,FALSE,,,,,,,,,,,,,,,,
Generic fabric dirty,1250,TELA,N/A,N/A,N/A,N/A,N/A,Tela sucia,TRUE,,,,,,,,,,,,,,,,
Agua Brisa 280 ml,1251,PET,Transparente,Botella,280 ml,TRUE,Brisa,Agua pura,FALSE,Agua,,,,,,,,,,,,,,,
Agua Brisa 280 ml,1252,PET,Transparente,Botella,280 ml,TRUE,Brisa,Agua pura,TRUE,Agua,,,,,,,,,,,,,,,
Agua Brisa 280 ml,1253,PET,Transparente,Botella,280 ml,FALSE,Brisa,Agua pura,FALSE,Agua,,,,,,,,,,,,,,,
Agua Brisa 280 ml,1254,PET,Transparente,Botella,280 ml,FALSE,Brisa,Agua pura,TRUE,Agua,,,,,,,,,,,,,,,
Generic plastic container,1255,PLÁSTICO,N/A,Envoltorio,N/A,TRUE,N/A,Contenedor de plástico con tapa,FALSE,,,,,,,,,,,,,,,,
Generic plastic container,1256,PLÁSTICO,N/A,Envoltorio,N/A,FALSE,N/A,Contenedor de plástico sucio,FALSE,,,,,,,,,,,,,,,,
Generic plastic container dirty,1257,PLÁSTICO,N/A,Envoltorio,N/A,TRUE,N/A,Contenedor de plástico con tapa sucio,TRUE,,,,,,,,,,,,,,,,
Generic plastic container dirty,1258,PLÁSTICO,N/A,Envoltorio,N/A,FALSE,N/A,Contenedor de plástico sucio,TRUE,,,,,,,,,,,,,,,,
KitKat 41.5 g,1259,PLÁSTICO,Rojo,Envoltorio,41.5 g,N/A,KitKat,Oblea cubierta de chocolate con leche,FALSE,Chocolate,,,,,,,,,,,,,,,
Postobón Acqua Frutos Rojos 400 ml,1260,PET,Transparente,Botella,400 ml,TRUE,Postobón,Acqua Frutos Rojos,FALSE,Gaseosa,,,,,,,,,,,,,,,
Bocadillo FBK,1261,PLÁSTICO,Transparente,Envoltorio,53 g,N/A,FBK,Manjare,FALSE,,,,,,,,,,,,,,,,
Barrita Frutos Rojos Chocoramo 200 g,1262,PLÁSTICO,Naranja y amarillo ,Envoltorio,200 g,N/A,Chocoramo,Frutos rojos,FALSE,,,,,,,,,,,,,,,,
Pringles Crema y Cebolla 40 g,1263,MIXTO_RECICLABLE,Verde,Envase,40 g,TRUE,Pringles,Botana crujiente a base de papa sabor a crema y cebolla,FALSE,,,,,,,,,,,,,,,,
Pringles Crema y Cebolla 40 g,1264,MIXTO_RECICLABLE,Verde,Envase,40 g,FALSE,Pringles,Botana crujiente a base de papa sabor a crema y cebolla,FALSE,,,,,,,,,,,,,,,,
Helado de arequipe Popsy,1265,PLÁSTICO,Beige,Envase,60 g,TRUE,Popsy,Helado de leche con grasa vegetal gourmet con arequipe,FALSE,,,,,,,,,,,,,,,,
Helado de arequipe Popsy,1266,PLÁSTICO,Beige,Envase,60 g,FALSE,Popsy,Helado de leche con grasa vegetal gourmet con arequipe,FALSE,,,,,,,,,,,,,,,,
Agua Brisa 600 ml,1267,PET,Transparente,Botella,600 ml,TRUE,Brisa,Agua potable tratada,FALSE,Agua,,,,,,,,,,,,,,,
Agua Brisa 600 ml,1268,PET,Transparente,Botella,600 ml,FALSE,Brisa,Agua potable tratada,FALSE,Agua,,,,,,,,,,,,,,,
Arándanos Fresh Factor,1269,PLÁSTICO,Transparente,Envoltorio,125 g,N/A,Fresh Factor,Producto de Colombia,FALSE,,,,,,,,,,,,,,,,
Arándanos Fresh Factor,1270,PLÁSTICO,Transparente,Envoltorio,125 g,N/A,Fresh Factor,Producto de Colombia,TRUE,,,,,,,,,,,,,,,,
Barras de proteínas One 60 g,1271,PLÁSTICO,Blanco,Envoltorio,60  g,N/A,ONE,Barras a base de mezcla proteíca láctea,FALSE,,,,,,,,,,,,,,,,
Leche Achocolatada Frescolanta,1272,PLÁSTICO,Café y blanco,Envoltorio,200 ml,N/A,Colanta,Leche entera con sabor a chocolate,FALSE,Leche,,,,,,,,,,,,,,,
Tapa de Helado Popsy ,1273,PLÁSTICO,N/A,Tapa,N/A,N/A,Popsy,Tapa de helado sucia,TRUE,,,,,,,,,,,,,,,,
Tapa de Helado Popsy ,1274,PLÁSTICO,N/A,Tapa,N/A,N/A,Popsy,Tapa de helado ,FALSE,,,,,,,,,,,,,,,,
Hit Mora 237 ml,1275,VIDRIO,Transparente,Botella,237 ml,TRUE,Hit,Refresco de fruta pasteurizado sucio,TRUE,Jugo,,,,,,,,,,,,,,,
Hit Mora 237 ml,1276,VIDRIO,Transparente,Botella,237 ml,TRUE,Hit,Refresco de fruta pasteurizado,FALSE,Jugo,,,,,,,,,,,,,,,
Hit Mora 237 ml,1277,VIDRIO,Transparente,Botella,237 ml,FALSE,Hit,Refresco de fruta pasteurizado sucio,TRUE,Jugo,,,,,,,,,,,,,,,
Hit Mora 237 ml,1278,VIDRIO,Transparente,Botella,237 ml,FALSE,Hit,Refresco de fruta pasteurizado,FALSE,Jugo,,,,,,,,,,,,,,,
Tapa metálica Hit,1279,METAL,Plateado,N/A,N/A,N/A,Hit,Tapa metálica Hit,FALSE,,,,,,,,,,,,,,,,
Bubbaloo Reto Ácido 5.1 g,1280,PLÁSTICO,Fucsia,Envoltorio,5.1 g,N/A,Bubbaloo,Bubbaloo Reto Ácido,FALSE,,,,,,,,,,,,,,,,
Mr. Tea Durazno 300 ml,1281,PET,Transparente,Botella,500 ml,TRUE,Postobón,Bebida de té con sabor natural a durazno,FALSE,Jugo,,,,,,,,,,,,,,,
Mr. Tea Durazno 300 ml,1282,PET,Transparente,Botella,500 ml,TRUE,Postobón,Bebida de té con sabor natural a durazno sucio,TRUE,Jugo,,,,,,,,,,,,,,,
Mr. Tea Durazno 300 ml,1283,PET,Transparente,Botella,500 ml,FALSE,Postobón,Bebida de té con sabor natural a durazno,FALSE,Jugo,,,,,,,,,,,,,,,
Mr. Tea Durazno 300 ml,1284,PET,Transparente,Botella,500 ml,FALSE,Postobón,Bebida de té con sabor natural a durazno sucio,TRUE,Jugo,,,,,,,,,,,,,,,
Postobón Acqua Frutos Verdes 400 ml,1285,PET,Transparente claro,Botella,400 ml,TRUE,Postobón,Frutos Verdes,FALSE,Gaseosa,,,,,,,,,,,,,,,
Postobón Acqua Frutos Verdes 400 ml,1286,PET,Transparente claro,Botella,400 ml,TRUE,Postobón,Frutos Verdes sucio,TRUE,Gaseosa,,,,,,,,,,,,,,,
Postobón Acqua Frutos Verdes 400 ml,1287,PET,Transparente claro,Botella,400 ml,FALSE,Postobón,Frutos Verdes,FALSE,Gaseosa,,,,,,,,,,,,,,,
Postobón Acqua Frutos Verdes 400 ml,1288,PET,Transparente claro,Botella,400 ml,FALSE,Postobón,Frutos Verdes sucio,TRUE,Gaseosa,,,,,,,,,,,,,,,
Cheetos Maxi,1289,PLÁSTICO,Amarillo brillante,Envoltorio,40 g,N/A,Cheetos,Horneados,FALSE,Snacks,,,,,,,,,,,,,,,
Snack de Mozzarella Santosano,1290,PLÁSTICO,Transparente,Envoltorio,60 g,N/A,Santosano,Queso freso semiblando,FALSE,Snacks,,,,,,,,,,,,,,,
Cold Brew Persé 269 ml,1291,ALUMINIO,Dorado,Lata,269 ml,N/A,Persé,Bebida de café carbonatada sabor vainilla,FALSE,,,,,,,,,,,,,,,,
Galletas Vainilla Happy Cream 34 g,1292,PLÁSTICO,Colorido brillante,Envoltorio,34 g,N/A,Happy Cream,Galletas dulces tipo sandwich sabor vainilla,FALSE,Galletas,,,,,,,,,,,,,,,
Chocolate Blanco Baileys Mont Blanc 13 g,1293,PLÁSTICO,Beige brillante,Envoltorio,13 g,N/A,Mont Blanc,Chocolate blanco con relleno sabor irlandesa y almendra,FALSE,Chocolate,,,,,,,,,,,,,,,
Papel genérico metalizado,1294,MIXTO_RECICLABLE,Multicolor brillante,N/A,N/A,N/A,N/A,Papel metalizado ,FALSE,,,,,,,,,,,,,,,,
Soda Botánica Seltzer Inaam,1295,ALUMINIO,Rosado brillante,Lata,269 ml,N/A,Inaam,"Lychee, limón y flor de Jamaica",FALSE,Gaseosa,,,,,,,,,,,,,,,
Cool Drink Kiwi 340 ml,1296,PLÁSTICO,Verde opaco,Lata,340 ml,N/A,Cool Drink,Kiwi,FALSE,,,,,,,,,,,,,,,,
Cerveza Club Colombia Dorada 269 cm³,1297,ALUMINIO,Dorado,Lata,269 cm³,N/A,Club Colombia,Dorada ,FALSE,Cerveza,,,,,,,,,,,,,,,
Vaso de cartón Colombiana,1298,PAPER_CUP,Amarillo opaco,Envase,N/A,TRUE,Colombiana,Vaso de cartón Colombiana,FALSE,,,,,,,,,,,,,,,,
Vaso de cartón Colombiana,1299,PAPER_CUP,Amarillo opaco,Envase,N/A,FALSE,Colombiana,Vaso de cartón Colombiana,FALSE,,,,,,,,,,,,,,,,
Vaso de cartón Colombiana,1300,PAPER_CUP,Amarillo opaco,Envase,N/A,TRUE,Colombiana,Vaso de cartón Colombiana,TRUE,,,,,,,,,,,,,,,,
Vaso de cartón Colombiana,1301,PAPER_CUP,Amarillo opaco,Envase,N/A,FALSE,Colombiana,Vaso de cartón Colombiana,TRUE,,,,,,,,,,,,,,,,
Papas sabor a limón Mechips 28 g,1302,PLÁSTICO,Verde opaco,Envoltorio,28 g,N/A,Mechips,Sabor casero,FALSE,Snacks,,,,,,,,,,,,,,,
Coca-Cola Zero Botella 250 ml,1303,PET,Transparente,Botella,250 ml,TRUE,Coca-Cola,Zero,TRUE,Gaseosa,,,,,,,,,,,,,,,
Coca-Cola Zero Botella 250 ml,1304,PET,Transparente,Botella,250 ml,FALSE,Coca-Cola,Zero,TRUE,Gaseosa,,,,,,,,,,,,,,,
Coca-Cola Zero Botella 250 ml,1305,PET,Transparente,Botella,250 ml,TRUE,Coca-Cola,Zero,FALSE,Gaseosa,,,,,,,,,,,,,,,
Coca-Cola Zero Botella 250 ml,1306,PET,Transparente,Botella,250 ml,FALSE,Coca-Cola,Zero,FALSE,Gaseosa,,,,,,,,,,,,,,,
Coca-Cola Original 330 ml,1307,ALUMINIO,Rojo,Lata,330 ml,N/A,Coca-Cola,Original,FALSE,Gaseosa,,,,,,,,,,,,,,,
La Especial Maní Kraks 38 g,1308,PLÁSTICO,Rojo,Envoltorio,38 g,N/A,La Especial,Maní recubierto y horneado,FALSE,Snacks,,,,,,,,,,,,,,,
Bolsa de papel Sarku,1309,BOLSA_PAPEL,Blanco,Envoltorio,N/A,N/A,Sarku,Bolsa de papel blanca Sarku,FALSE,,,,,,,,,,,,,,,,
Bolsa de papel Sarku,1310,BOLSA_PAPEL,Blanco,Envoltorio,N/A,N/A,Sarku,Bolsa de papel blanca Sarku sucia,TRUE,,,,,,,,,,,,,,,,
Crema de Urea Kosmaderm 120 g,1311,CARTÓN,Negro y rojo,Caja,120 g,N/A,Kosmaderm,Crema hidratante y nutritiva,FALSE,,,,,,,,,,,,,,,,
Papas Margarita Limón 36 g,1312,PLÁSTICO,Verde opaco,Envoltorio,36 g,N/A,Margarita,Papas de limón ,FALSE,Snacks,,,,,,,,,,,,,,,
Cold Brew Samsara 280 ml,1313,VIDRIO,Café,Botella,280 ml,TRUE,Samsara,Latte Moka,FALSE,,,,,,,,,,,,,,,,
D'Cata Chips Pimienta/Limón 100 g,1314,PLÁSTICO,Transparente,Envoltorio,100 g,N/A,D'Cata,Papas fritas sabor pimienta/limón,FALSE,Snacks,,,,,,,,,,,,,,,
Nectar de Pera Tree Fruts 200 ml,1315,TETRAPACK,Verde,Caja,200 ml,N/A,Tree Fruts,Néctar de frutas ultrapasteurizado de pera,FALSE,Jugo,,,,,,,,,,,,,,,
Avena Alquería 180 g,1316,TETRAPACK,Azul y rojo,Caja,180 g,N/A,Alquería,Avena larga vida sin conservantes,FALSE,,,,,,,,,,,,,,,,
Avena Canela Colanta 200 ml,1317,TETRAPACK,Colorido opaco,Caja,200 ml,N/A,Colanta,Bebida láctea entera con avena sabor canela,FALSE,,,,,,,,,,,,,,,,
Palitos con Queso Deli Ricura 24 g,1318,PLÁSTICO,Colorido opaco,Envoltorio,24 g,N/A,Deli Ricura,Horneados listos para llevar,FALSE,,,,,,,,,,,,,,,,
Alpina Néctar Frutto Pera 200 ml,1319,TETRAPACK,Colorido claro,Caja,200 ml,N/A,Alpina,Néctar de pera,FALSE,,,,,,,,,,,,,,,,
Galletas sabor Chocolate Happy Chips 5 g,1320,PLÁSTICO,Colorido brillante,Envoltorio,5 g,N/A,Happy Chips,Galletas con chips sabor Chocolate,FALSE,Galletas,,,,,,,,,,,,,,,
Vaso de cartón Colcafé,1321,PAPER_CUP,Blanco,Envase,N/A,N/A,Colcafé,Celebra tus gustos,FALSE,,,,,,,,,,,,,,,,
Vaso de cartón Colcafé,1322,PAPER_CUP,Blanco,Envase,N/A,N/A,Colcafé,Celebra tus gustos,TRUE,,,,,,,,,,,,,,,,
Vaso de cartón 6 oz,1323,PAPER_CUP,Beige y café,Envase,6 Oz,N/A,N/A,Vaso de cartón 6 Oz sucio,FALSE,,,,,,,,,,,,,,,,
Yogurt Fresa Latti 150 g,1324,PLÁSTICO,Colorido brillante,Envase,150 g,FALSE,Latti,Yogurt Descremado Light Fresa,FALSE,Yogur,,,,,,,,,,,,,,,
Yogurt Fresa Latti 150 g,1325,PLÁSTICO,Colorido brillante,Envase,150 g,TRUE,Latti,Yogurt Descremado Light Fresa,FALSE,Yogur,,,,,,,,,,,,,,,
Yogurt Fresa Latti 150 g,1326,PLÁSTICO,Colorido brillante,Envase,150 g,FALSE,Latti,Yogurt Descremado Light Fresa,TRUE,Yogur,,,,,,,,,,,,,,,
Yogurt Fresa Latti 150 g,1327,PLÁSTICO,Colorido brillante,Envase,150 g,TRUE,Latti,Yogurt Descremado Light Fresa,TRUE,Yogur,,,,,,,,,,,,,,,
Espuma de polietileno ,1328,MIXTO_RECICLABLE,Blanco,Lámina,N/A,N/A,N/A,Espuma,FALSE,,,,,,,,,,,,,,,,
Del Valle Salpicón 188 ml,1329,TETRAPACK,Azul claro,Caja,188 ml,N/A,Del Valle,"Sabor manzana, piña y naranja",FALSE,Jugo,,,,,,,,,,,,,,,
Generic Paper Sheet Dirty,1330,PAPEL,N/A,Lámina,N/A,N/A,N/A,Papel sucio o engrasado,TRUE,,,,,,,,,,,,,,,,
Generic Steel,1331,METAL,Plateado,N/A,N/A,N/A,N/A,Pieza de acero,FALSE,,,,,,,,,,,,,,,,
Bandeja de comida Dogger,1332,CARTÓN,Marrón,Bandeja,N/A,N/A,Dogger,Bandeja de cartón Dogger sucia,TRUE,,,,,,,,,,,,,,,,
